codSubasta;aut_Fax;aut_Correo electrónico;Tipo de subasta;aut_Dirección;aut_Código;descripcion;adm_NIF;Identificador;expediente;aut_Teléfono;Forma adjudicación;Valor subasta;Lotes;Tramos entre pujas;Fecha de conclusión;adm_Nombre;Tasación;adm_Localidad;estado;autoridad;Importe del depósito;adm_Provincia;Puja mínima;Scrap;Anuncio BOE;Fecha de inicio;aut_Descripción;adm_Dirección;Cantidad reclamada;link;
SUBASTA SUB-JA-2016-2797;;;;;;Finca sita en Passeig del Castell, 8, de Palol de Revardit (Girona);;;0516/15;;;;;;;;;;Finalizada;JUZGADO 1ª INSTANCIA 1 - GIRONA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-27972&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-2801;;;;;;URBANA: FINCA ESPECIAL ELEMENTO NÚMERO CINCO- VIVIENDA;;;0318/15;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 5 - BLANES;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-28019&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-2138;;;;;;Finca sita en Av. Font de la Pólvora, núm. 3, 3º 2ª, de Girona;;;0830/15;;;;;;;;;;Finalizada;JUZGADO 1ª INSTANCIA 1 - GIRONA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-21384&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-1823;;;;;;FINCA REGISTRAL NÚMERO 6314 DE sALT ;;;1001/14;;;;;;;;;;Finalizada;JUZGADO 1ª INSTANCIA 3 - GIRONA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-18232&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-2240;;;;;;URBANA: DEPARTAMENTO Nº 5, VIVIENDA planta tercera, Pl. de la Vila, 13 esquina C/ Major de Arbúcies;;;0407/15;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 4 - SANTA COLOMA DE FARNERS;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-22407&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-2241;;;;;;URBANA: APARTAMENTO SEIS. Calle Hort Nou, 14, planta primera de Sant Hilari Sacalm;;;0848/13;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 4 - SANTA COLOMA DE FARNERS;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-22410&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-19361;;;;;;Subasta con varios lotes. Lote 1: FINCA URBANA. REGISTRAL Nº 24530 Lote 2: FINCA URBANA. REGISTRAL Nº 24531 Lote 3: FINCA URBANA. REGISTRAL Nº 24532 Lote 4: FINCA URBANA. REGISTRAL Nº 24533 Lote 5: FINCA URBANA. REGISTRAL Nº 2453;;;0772/14;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 7 - FIGUERES;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-19361&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-2771;;;;;;Finca 571;;;0783/14;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 1 - SANTA COLOMA DE FARNERS;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-27714&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-2774;;;;;;Parcela B-13-B sita en la calle Acacia, 19 de Sil;;;0745/09;;;;;;;;;;Finalizada;JUZGADO 1ª INSTANCIA 47 - BARCELONA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-27741&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-2858;;;;;;SE ADJUNTA EDICT;;;0065/15;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 1 - SANT FELIU DE GUIXOLS;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-28586&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-2457;;;;;;vivienda situada en la Calle Santa Catalinua num. 32 de Torroella de Montgri (Girona;;;0020/15;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 4 - BISBAL;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-24579&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-2457;;;;;;Nave industrial num. 5 sita en Palafrugell, en la parcela 4, antigua zona industrial;;;0059/15;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 4 - BISBAL;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-24575&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-2059;;;;;;LOTE UNICO- FINCA 986;;;1492/14;;;;;;;;;;Finalizada;JUZGADO 1ª INSTANCIA 2 - GIRONA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-20594&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-3911;;;;;;Subasta con varios lotes. Lote 1: Vivienda Urbana sita en La Cerrera de Ter Lote 2: Plaza de aparcamiento núm. 8 de la vivienda a subhasta;;;0333/13;;;;;;;;;;Cancelad;JUZGADO 1ª INST E INSTRUCC. 3 - SANTA COLOMA DE FARNERS;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-3911&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-1372;;;;;;LOTE ÚNICO -FINCA Nº 1475 DE SARRIÀ DE TE;;;0250/15;;;;;;;;;;Finalizada;JUZGADO 1ª INSTANCIA 2 - GIRONA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-13723&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-2843;;;;;;FINCA 4982 DE LLAGOSTER;;;0689/07;;;;;;;;;;Finalizada;JUZGADO 1ª INSTANCIA 4 - GIRONA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-28437&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-2858;;;;;;SE ADJUNTA EDICT;;;0289/15;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 1 - SANT FELIU DE GUIXOLS;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-28585&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-2634;;;;;;Finca núm. 380 Casa en el término municipal de les Planes d'Hostole;;;0459/15;;;;;;;;;;Concluida;JUZGADO 1ª INST E INSTRUCC. 1 - OLOT;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-26343&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-28864;;;;;;Subasta con varios lotes. Lote 1: c/ Roca Plana nº 1 de Roses Lote 2: Plaza de garaje 145 , del local parking, en la planta sotano cuarto de la calle Cinca 35 de Barcelon Lote 3: Plaza de garaje nº 16, del local parking, en la planta sotano  de la calle Cinca 35 de Barcelon;;;0305/11;;;;;;;;;;Finalizada;JUZGADO 1ª INSTANCIA 22 - BARCELONA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-28864&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-26216;;;;;;Subasta con varios lotes. Lote 1: PLAZA DE APARCAMIENTO SITO EN CELRÀ Lote 2: PLAZA DE APARCAMIENTO SITO EN CELRÀ Lote 3: PLAZA DE APARCAMIENTO + TRASTERO SITO EN CELRÀ Lote 4: PLAZA DE APARCAMIENTO + TRASTERO SITO EN CELRA Lote 5: LOCAL COMERCIAL SITO EN CELRA Lote 6: LOCAL COMERCIAL SITO EN CELRÀ Lote 7: LOCAL COMERCIAL SITO EN CELRÀ Lote 8: VIVIENDA SITA EN CELRA Lote 9: VIVIENDA SITA EN CELRA Lote 10: VIVIENDA SITA EN CELRA Lote 11: PLAZA DE APARCAMIENTO SITO EN CELRÀ Lote 12: PLAZA DE APARCAMIENTO SITO EN CELRÀ Lote 13: PLAZA DE APARCAMIENTO PARA MOTO SITO EN CELRA Lote 14: PLAZA DE APARCAMIENTO DE MOTO SITO EN CELRA Lote 15: VIVIENDA SITA EN CELRA Lote 16: VIVIENDA SITA EN CELRA Lote 17: VIVIENDA SITA EN CELRA Lote 18: VIVIENDA SITA EN CELRA Lote 19: VIVIENDA SITA EN CELRA Lote 20: VIVIENDA SITA EN CELRA Lote 21: VIVIENDA SITA EN CELRA Lote 22: PLAZA DE APARCAMIENTO SITO EN CELRA Lote 23: PLAZA DE APARCAMIENTO SITO EN CELRA Lote 24: PLAZA DE APARCAMIENTO SITO EN CELRA Lote 25: PLAZA DE APARCAMIENTO PARA BICICLETAS Lote 26: PLAZA DE APARCAMIENTO PARA BICICLETA;;;0933/14;;;;;;;;;;Finalizada;JUZGADO MERCANTIL 7 - BARCELONA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-26216&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-28720;;;;;;Subasta con varios lotes. Lote 1: RENAULT MIDLUM 220.- Lote 2: MZ IMER MZ 1500 HD.- Lote 3: BOBCAT 753 CARGADORA.;;;0089/15;;;;;;;;;;Finalizada;JUZGADO SOCIAL 1 - FIGUERES;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-28720&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-2576;;;;;;LOTE UNICO: FINCA 3478;;;0049/16;;;;;;;;;;Finalizada;JUZGADO 1ª INSTANCIA 2 - GIRONA;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-25760&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-2305;;;;;;VIVIEND;;;0356/12;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 5 - BLANES;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-23055&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-26865;;;;;;Subasta con varios lotes. Lote 1: VIVIENDA EN LLORET DE MAR Lote 2: PLAZA PARKING LLORET DE MA;;;0154/14;;;;;;;;;;Finalizada;JUZGADO 1ª INST E INSTRUCC. 4 - BLANES;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-26865&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2016-2870;;;;;;Finca nº 122 de Vila-Sacra;;;0048/15;;;;;;;;;;Cancelad;JUZGADO SOCIAL 1 - FIGUERES;;;;;;;;;;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2016-28700&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
